accession,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8,taxon_9,taxon_10,name,source,env_material,env_biome,biotic_relationship,specific_host,host_name,geo_loc_name,publication,authors,journal,organism_gb,clone_gb ,environment_gb,host_gb,country_gb,publication_gb,authors_gb,journal_gb
AF090870.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Monomorphina,Monomorphina aenigmatica,Monomorphina megalopsis ,NA,NA,NA,free-living,NA,NA,NA,Direct Submission,"Hwang,C.Y. and Boo,S.M.","Submitted (10-SEP-1998) Department of Biology, Chungnam National University, Daejon 305-764, Republic of Korea",Monomorphina megalopsis,NA,NA,NA,NA,Direct Submission,"Hwang,C.Y. and Boo,S.M.","Submitted (10-SEP-1998) Department of Biology, Chungnam National University, Daejon 305-764, Republic of Korea"
AF090871.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Phacaceae,Lepocinclis,Lepocinclis acus,Lepocinclis acus ,NA,NA,NA,free-living,NA,NA,NA,Direct Submission,"Hwang,C.Y. and Boo,S.M.","Submitted (10-SEP-1998) Department of Biology, Chungnam National University, Daejon 305-764, Republic of Korea",Lepocinclis acus,NA,NA,NA,NA,Direct Submission,"Hwang,C.Y. and Boo,S.M.","Submitted (10-SEP-1998) Department of Biology, Chungnam National University, Daejon 305-764, Republic of Korea"
AF096991.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena,Euglena agilis ,NA,NA,NA,free-living,NA,NA,NA,Direct Submission,"Hwang,C.Y. and Boo,S.M.","Submitted (06-OCT-1998) Department of Biology, Chungnam National University, Daejon 305-764, Republic of Korea",Euglena agilis,NA,NA,NA,NA,Direct Submission,"Hwang,C.Y. and Boo,S.M.","Submitted (06-OCT-1998) Department of Biology, Chungnam National University, Daejon 305-764, Republic of Korea"
AF096992.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena mutabilis,Euglena mutabilis ,NA,NA,NA,free-living,NA,NA,NA,Direct Submission,"Hwang,C.Y. and Boo,S.M.","Submitted (06-OCT-1998) Department of Biology, Chungnam National University, Daejon 305-764, Republic of Korea",Euglena mutabilis,NA,NA,NA,NA,Direct Submission,"Hwang,C.Y. and Boo,S.M.","Submitted (06-OCT-1998) Department of Biology, Chungnam National University, Daejon 305-764, Republic of Korea"
AF096993.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Phacaceae,Lepocinclis,Lepocinclis steinii,Lepocinclis buetschlii ,NA,NA,NA,free-living,NA,NA,NA,Direct Submission,"Hwang,C.Y. and Boo,S.M.","Submitted (06-OCT-1998) Department of Biology, Chungnam National University, Daejon 305-764, Republic of Korea",Lepocinclis buetschlii,NA,NA,NA,NA,Direct Submission,"Hwang,C.Y. and Boo,S.M.","Submitted (06-OCT-1998) Department of Biology, Chungnam National University, Daejon 305-764, Republic of Korea"
AF096994.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Strombomonas,Strombomonas costata,Strombomonas sp. ,NA,NA,NA,free-living,NA,NA,NA,Direct Submission,"Hwang,C.Y. and Boo,S.M.","Submitted (06-OCT-1998) Department of Biology, Chungnam National University, Daejon 305-764, Republic of Korea",Strombomonas sp.,NA,NA,NA,NA,Direct Submission,"Hwang,C.Y. and Boo,S.M.","Submitted (06-OCT-1998) Department of Biology, Chungnam National University, Daejon 305-764, Republic of Korea"
AF096995.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Trachelomonas,Trachelomonas volvocina,Trachelomonas volvocina ,NA,NA,NA,free-living,NA,NA,NA,Direct Submission,"Hwang,C.Y. and Boo,S.M.","Submitted (06-OCT-1998) Department of Biology, Chungnam National University, Daejon 305-764, Republic of Korea",Trachelomonas volvocina,NA,NA,NA,NA,Direct Submission,"Hwang,C.Y. and Boo,S.M.","Submitted (06-OCT-1998) Department of Biology, Chungnam National University, Daejon 305-764, Republic of Korea"
AF099081.2,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Aphagea,Parvonema,Parvonema,Distigma curvatum,Distigma curvata SAG 1216-1b,culture,mud (ENVO:01000001),freshwater biome (ENVO:00000873),free-living,NA,NA,Czech Republic: Bohemia: Hirschberg (Doksy): Musikantenteich,Direct Submission,"Preisfeld,A., Berger,S., Busse,I. and Ruppel,H.G.","Submitted (16-OCT-1998) Department of Biology, Plant Morphology and Cytology, University of Bielefeld, Universitaetsstr. 25, Bielefeld 33615, Germany",Distigma curvata,NA,NA,NA,NA,Direct Submission,"Preisfeld,A., Berger,S., Busse,I. and Ruppel,H.G.","Submitted (16-OCT-1998) Department of Biology, Plant Morphology and Cytology, University of Bielefeld, Universitaetsstr. 25, Bielefeld 33615, Germany"
AF106036.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Aphagea,Distigma p.p.,Distigma p.p.,Distigma proteus,Distigma proteus SAG 1204-26a,culture,NA,freshwater lake biome (ENVO:01000252),free-living,NA,NA,Switzerland: Andelfingen: Hausersee,"Distigma proteus small subunit rRNA gene, complete sequence","Preisfeld,A., Berger,S., Busse,I. and Ruppel,H.G.",Unpublished,Distigma proteus,NA,NA,NA,NA,"Distigma proteus small subunit rRNA gene, complete sequence","Preisfeld,A., Berger,S., Busse,I. and Ruppel,H.G.",Unpublished
AF110418.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Aphagea,Rhabdomonadales,Gyropaigne,Gyropaigne lefevrei,Gyropaigne lefevrei SAG 227.80,culture,fresh water (ENVO:00002011),freshwater lake biome (ENVO:01000252),free-living,NA,NA,Switzerland: Canton Jura: Etang de Gruyere,Gyropaigne lefevrei small subunit rRNA gene,"Preisfeld,A., Liller,S. and Ruppel,H.G.",Unpublished,Gyropaigne lefevrei,NA,NA,NA,NA,Gyropaigne lefevrei small subunit rRNA gene,"Preisfeld,A., Liller,S. and Ruppel,H.G.",Unpublished
AF110419.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Phacaceae,Lepocinclis,Lepocinclis ovum var. ovum,Lepocinclis ovum B 1244-8,isolate,NA,NA,free-living,NA,NA,NA,Lepocinclis ovum small subunit rRNA gene,"Preisfeld,A., Liller,S. and Ruppel,H.G.",Unpublished,Lepocinclis ovum,NA,NA,NA,NA,Lepocinclis ovum small subunit rRNA gene,"Preisfeld,A., Liller,S. and Ruppel,H.G.",Unpublished
AF112871.2,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena longa,Euglena longa UTEX 512,culture,NA,NA,free-living,NA,NA,NA,A molecular study of euglenoid phylogeny using small subunit rDNA,"Linton,E.W., Hittner,D., Lewandowski,C., Auld,T. and Triemer,R.E.","J. Eukaryot. Microbiol. 46 (2), 217-223 (1999)",Euglena longa,NA,NA,NA,NA,A molecular study of euglenoid phylogeny using small subunit rDNA,"Linton,E.W., Hittner,D., Lewandowski,C., Auld,T. and Triemer,R.E.","J. Eukaryot. Microbiol. 46 (2), 217-223 (1999)"
AF112872.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena chadefaudii,Euglena viridis UTEX 85,culture,pond water (ENVO:00002228),pond (ENVO:00000033),free-living,NA,NA,NA,A molecular study of euglenoid phylogeny using small subunit rDNA,"Linton,E.W., Hittner,D., Lewandowski,C., Auld,T. and Triemer,R.E.","J. Eukaryot. Microbiol. 46 (2), 217-223 (1999)",Euglena viridis,NA,NA,NA,NA,A molecular study of euglenoid phylogeny using small subunit rDNA,"Linton,E.W., Hittner,D., Lewandowski,C., Auld,T. and Triemer,R.E.","J. Eukaryot. Microbiol. 46 (2), 217-223 (1999)"
AF112873.2,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena gracilis,Euglena UTEX364 ,culture,NA,NA,free-living,NA,NA,NA,A molecular study of euglenoid phylogeny using small subunit rDNA,"Linton,E.W., Hittner,D., Lewandowski,C., Auld,T. and Triemer,R.E.","J. Eukaryot. Microbiol. 46 (2), 217-223 (1999)",Euglena UTEX364,NA,NA,NA,NA,A molecular study of euglenoid phylogeny using small subunit rDNA,"Linton,E.W., Hittner,D., Lewandowski,C., Auld,T. and Triemer,R.E.","J. Eukaryot. Microbiol. 46 (2), 217-223 (1999)"
AF112874.2,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Monomorphina,Monomorphina parapyrum ,Monomorphina pyrum UTEX 2354,culture,NA,NA,free-living,NA,NA,NA,A molecular study of euglenoid phylogeny using small subunit rDNA,"Linton,E.W., Hittner,D., Lewandowski,C., Auld,T. and Triemer,R.E.","J. Eukaryot. Microbiol. 46 (2), 217-223 (1999)",Monomorphina pyrum,NA,NA,NA,NA,A molecular study of euglenoid phylogeny using small subunit rDNA,"Linton,E.W., Hittner,D., Lewandowski,C., Auld,T. and Triemer,R.E.","J. Eukaryot. Microbiol. 46 (2), 217-223 (1999)"
AF112875.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Eutreptiales,Eutreptiidae ,Euteptiella,Eutreptiella,Eutreptiella sp. CCMP389 ,culture,sea water (ENVO:00002149),marine (ENVO:00000447),free-living,NA,NA,Sargasso Sea,A molecular study of euglenoid phylogeny using small subunit rDNA,"Linton,E.W., Hittner,D., Lewandowski,C., Auld,T. and Triemer,R.E.","J. Eukaryot. Microbiol. 46 (2), 217-223 (1999)",Eutreptiella sp. CCMP389,NA,NA,NA,NA,A molecular study of euglenoid phylogeny using small subunit rDNA,"Linton,E.W., Hittner,D., Lewandowski,C., Auld,T. and Triemer,R.E.","J. Eukaryot. Microbiol. 46 (2), 217-223 (1999)"
AF115279.2,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena agilis,Euglena agilis UTEX 1605,culture,NA,NA,free-living,NA,NA,NA,A molecular study of euglenoid phylogeny using small subunit rDNA,"Linton,E.W., Hittner,D., Lewandowski,C., Auld,T. and Triemer,R.E.","J. Eukaryot. Microbiol. 46 (2), 217-223 (1999)",Euglena agilis,NA,NA,NA,NA,A molecular study of euglenoid phylogeny using small subunit rDNA,"Linton,E.W., Hittner,D., Lewandowski,C., Auld,T. and Triemer,R.E.","J. Eukaryot. Microbiol. 46 (2), 217-223 (1999)"
AF119118.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Phacaceae,Phacus,Phacus smulkowskianus,Phacus similis ,NA,NA,NA,free-living,NA,NA,NA,Phacus similis small subunit rRNA gene,"Preisfeld,A., Busse,I. and Ruppel,H.G.",Unpublished,Phacus similis,NA,NA,NA,NA,Phacus similis small subunit rRNA gene,"Preisfeld,A., Busse,I. and Ruppel,H.G.",Unpublished
AF150935.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Phacaceae,Lepocinclis,Lepocinclis spirogyroides,Lepocinclis spirogyroides UTEX 1307,culture,fresh water (ENVO:00002011),freshwater biome (ENVO:00000873),free-living,NA,NA,Germany: Bad Driburg ,Phylogeny of Euglenoids,"Linton,E.W. and Triemer,R.E.",Unpublished,Lepocinclis spirogyroides,NA,NA,NA,NA,Phylogeny of Euglenoids,"Linton,E.W. and Triemer,R.E.",Unpublished
AF150936.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena stellata,Euglena stellata UTEX B 372,culture,pond water (ENVO:00002228),pond (ENVO:00000033),free-living,NA,NA,Czech Republic: Okna,Phylogeny of Euglenoids,"Lewandowski,C.L. and Triemer,R.E.",Unpublished,Euglena stellata,NA,NA,NA,NA,Phylogeny of Euglenoids,"Lewandowski,C.L. and Triemer,R.E.",Unpublished
AF152104.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Phacaceae,Lepocinclis,Lepocinclis acus,Lepocinclis acus UTEX 1316,culture,NA,NA,free-living,NA,NA,NA,Phylogeny of the Euglenoids,"Triemer,R.E. and Lewandowski,C.L.",Unpublished,Lepocinclis acus,NA,NA,NA,NA,Phylogeny of the Euglenoids,"Triemer,R.E. and Lewandowski,C.L.",Unpublished
AF157312.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Eutreptiales,Eutreptiidae ,Eutreptia,Eutreptia,Eutreptia viridis SAG 1226-1c,culture,brackish water (ENVO:00002019),marine (ENVO:00000447),free-living,NA,NA,United Kingdom: Colchester,Eutreptia viridis small subunit rRNA gene,"Preisfeld,A., Busse,I. and Ruppel,H.G.",Unpublished,Eutreptia viridis,NA,NA,NA,NA,Eutreptia viridis small subunit rRNA gene,"Preisfeld,A., Busse,I. and Ruppel,H.G.",Unpublished
AF181968.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Phacaceae,Phacus,Phacus skujae,Phacus oscillans UTEX 1285,culture,NA,NA,free-living,NA,NA,United Kingdom: Grantchester meadows ,A Molecular Analysis of the Euglenophytes using SSU rDNA,"Nudelman,A., Conforti,V., Lewandowski,C. and Triemer,R.E.",Unpublished,Phacus oscillans,NA,NA,NA,NA,A Molecular Analysis of the Euglenophytes using SSU rDNA,"Nudelman,A., Conforti,V., Lewandowski,C. and Triemer,R.E.",Unpublished
AF190814.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Monomorphina,Monomorphina aenigmatica,Monomorphina aenigmatica UTEX 1284,culture,fresh water (ENVO:00002011),freshwater biome (ENVO:00000873),free-living,NA,NA,United Kingdom: Lyme Regis,A Molecular Analysis of the Euglenophytes Using SSU rDNA,"Nudelman,A., Lewandowski,C., Conforti,V. and Triemer,R.E.",Unpublished,Monomorphina aenigmatica,NA,NA,NA,NA,A Molecular Analysis of the Euglenophytes Using SSU rDNA,"Nudelman,A., Lewandowski,C., Conforti,V. and Triemer,R.E.",Unpublished
AF190815.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Phacaceae,Phacus,Phacus pusillus,Phacus pusillus UTEX 1282,culture,fresh water (ENVO:00002011),freshwater biome (ENVO:00000873),free-living,NA,NA,United Kingdom: Cambridge: Jesus Ditch,A Molecular Analysis of the Euglenophytes Using SSU rDNA,"Nudelman,A., Lewandowski,C., Conforti,V. and Triemer,R.E.",Unpublished,Phacus pusillus,NA,NA,NA,NA,A Molecular Analysis of the Euglenophytes Using SSU rDNA,"Nudelman,A., Lewandowski,C., Conforti,V. and Triemer,R.E.",Unpublished
AF220826.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Entosiphon,Entosiphon,Entosiphon,Entosiphon,Entosiphon sulcatum,Entosiphon sulcatum CCAP 1220/1A,culture,NA,freshwater biome (ENVO:00000873),free-living,NA,NA,United Kingdom: Cambridge: Coe Fen,"Entosiphon sulcatum SSU rRNA gene, complete sequence","Busse,I., Ruppel,H.G. and Preisfeld,A.",Unpublished,Entosiphon sulcatum,NA,NA,NA,NA,"Entosiphon sulcatum SSU rRNA gene, complete sequence","Busse,I., Ruppel,H.G. and Preisfeld,A.",Unpublished
AF242548.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglenaria,Euglenaria anabaena,Euglenaria anabaena UTEX 373 ,culture,ditch water (ENVO:00002158),ditch (ENVO:00000037),free-living,NA,NA,United Kingdom: Trumpington,A Molecular Analysis of the Euglenophytes Using SSU rDNA,"Linton,E.W., Nudelman,M.A., Conforti,V. and Triemer,R.E.","J. Phycol. 36 (4), 740-746 (2000)",Euglenaria anabaena,NA,NA,NA,NA,A Molecular Analysis of the Euglenophytes Using SSU rDNA,"Linton,E.W., Nudelman,M.A., Conforti,V. and Triemer,R.E.","J. Phycol. 36 (4), 740-746 (2000)"
AF247598.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Aphagea,Rhabdomonadales,Menoidium,Menoidium bibacillatum,Menoidium bibacillatum SAG 1247-1,culture,pond soil (ENVO:00005764),pond (ENVO:00000033),free-living,NA,NA,United Kingdom: Cambridge,Menoidium bibacillatum small subunit rRNA gene,"Busse,I., Ruppel,H.G. and Preisfeld,A.",Unpublished,Menoidium bibacillatum,NA,NA,NA,NA,Menoidium bibacillatum small subunit rRNA gene,"Busse,I., Ruppel,H.G. and Preisfeld,A.",Unpublished
AF247599.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Aphagea,Rhabdomonadales,Menoidium,Menoidium gibbum,Menoidium gibbum SAG 233.80,culture,NA,freshwater biome (ENVO:00000873),free-living,NA,NA,Switzerland,Rhabdomonas spiralis small subunit rRNA gene,"Busse,I., Ruppel,H.G. and Preisfeld,A.",Unpublished,Menoidium gibbum,NA,NA,NA,NA,Rhabdomonas spiralis small subunit rRNA gene,"Busse,I., Ruppel,H.G. and Preisfeld,A.",Unpublished
AF247600.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Aphagea,Rhabdomonadales,Menoidium,Menoidium gibbum,Menoidium gibbum CCAP 1271/5,culture,mud (ENVO:01000001),freshwater biome (ENVO:00000873),free-living,NA,NA,Austria: Lunz,Rhabdospira spiralis small subunit rRNA gene,"Busse,I., Ruppel,H.G. and Preisfeld,A.",Unpublished,Menoidium gibbum,NA,NA,NA,NA,Rhabdospira spiralis small subunit rRNA gene,"Busse,I., Ruppel,H.G. and Preisfeld,A.",Unpublished
AF247601.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Aphagea,Rhabdomonadales,Rhabdomonas,Rhabdomonas incurva,Rhabdomonas incurva SAG 235.80,culture,fresh water (ENVO:00002011),freshwater biome (ENVO:00000873),free-living,NA,NA,Switzerland: Canton Zuerich: Andelfingen,Rhabdomonas gibba small subunit rRNA gene,"Talke,S., Ruppel,H.G. and Preisfeld,A.",Unpublished,Rhabdomonas incurva,NA,NA,NA,NA,Rhabdomonas gibba small subunit rRNA gene,"Talke,S., Ruppel,H.G. and Preisfeld,A.",Unpublished
AF247602.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Aphagea,Rhabdomonadales,Menoidium,Menoidium gibbum,Menoidium gibbum SAG 1271-2,culture,surface water (ENVO:00002042),pond (ENVO:00000033),free-living,NA,NA,United Kingdom: Cambridge,Rhabdomonas incurva small subunit rRNA gene,"Talke,S., Ruppel,H.G. and Preisfeld,A.",Unpublished,Menoidium gibbum,NA,NA,NA,NA,Rhabdomonas incurva small subunit rRNA gene,"Talke,S., Ruppel,H.G. and Preisfeld,A.",Unpublished
AF283304.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena longa,Euglena longa SAG 1204-17b,culture,fresh water (ENVO:00002011),freshwater biome (ENVO:00000873),free-living,NA,NA,NA,Preliminary investigations on the phylogeny of Euglenida based on nuclear 18S sequences,"Muellner,A.N., Angeler,D.G. and Samuel,R.",Unpublished,Euglena longa,NA,NA,NA,NA,Preliminary investigations on the phylogeny of Euglenida based on nuclear 18S sequences,"Muellner,A.N., Angeler,D.G. and Samuel,R.",Unpublished
AF283305.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena longa,Euglena longa SAG 1204-17c,culture,water (ENVO:00002006),peatland (ENVO:00000044),free-living,NA,NA,United Kingdom: Lake Windermere: Wray Castle ,Preliminary investigations on the phylogeny of Euglenida based on nuclear 18S sequences,"Muellner,A.N., Angeler,D.G. and Samuel,R.",Unpublished,Euglena longa,NA,NA,NA,NA,Preliminary investigations on the phylogeny of Euglenida based on nuclear 18S sequences,"Muellner,A.N., Angeler,D.G. and Samuel,R.",Unpublished
AF283306.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena longa,Euglena longa SAG 1204-17h,culture,fresh water (ENVO:00002011),freshwater biome (ENVO:00000873),free-living,NA,NA,Italy,"Phylogenetic analysis of phagotrophic, photomorphic and osmotrophic euglenoids by using the nuclear 18S rDNA sequence","Mullner,A.N., Angeler,D.G., Samuel,R., Linton,E.W. and Triemer,R.E.","Int. J. Syst. Evol. Microbiol. 51 (Pt 3), 783-791 (2001)",Euglena longa,NA,NA,NA,NA,"Phylogenetic analysis of phagotrophic, photomorphic and osmotrophic euglenoids by using the nuclear 18S rDNA sequence","Mullner,A.N., Angeler,D.G., Samuel,R., Linton,E.W. and Triemer,R.E.","Int. J. Syst. Evol. Microbiol. 51 (Pt 3), 783-791 (2001)"
AF283307.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Aphagea,Astasia,Astasia,Astasia,Astasia sp. ASW08097 ,culture,NA,NA,free-living,NA,NA,NA,"Phylogenetic analysis of phagotrophic, photomorphic and osmotrophic euglenoids by using the nuclear 18S rDNA sequence","Mullner,A.N., Angeler,D.G., Samuel,R., Linton,E.W. and Triemer,R.E.","Int. J. Syst. Evol. Microbiol. 51 (Pt 3), 783-791 (2001)",Astasia sp. ASW08097,NA,NA,NA,NA,"Phylogenetic analysis of phagotrophic, photomorphic and osmotrophic euglenoids by using the nuclear 18S rDNA sequence","Mullner,A.N., Angeler,D.G., Samuel,R., Linton,E.W. and Triemer,R.E.","Int. J. Syst. Evol. Microbiol. 51 (Pt 3), 783-791 (2001)"
