accession,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8,taxon_9,taxon_10,taxon_11,name,source,env_material,env_biome,biotic_relationship,specific_host,host_name,geo_loc_name,publication,authors,journal,organism_gb,clone_gb,environment_gb,host_gb,country_gb,publication_gb,authors_gb,journal_gb
KJ762543,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SGYH1232,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Arctic Ocean,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)",uncultured eukaryote,SGYH1232,SPOTstation 500m,NA,NA,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)"
KJ762566,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SGYH1325,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Arctic Ocean,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)",uncultured eukaryote,SGYH1325,SPOTstation 500m,NA,NA,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)"
KJ762626,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SGYH409,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Arctic Ocean,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)",uncultured eukaryote,SGYH409,SPOTstation 500m,NA,NA,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)"
KJ762671,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SGYH521,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Arctic Ocean,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)",uncultured eukaryote,SGYH521,SPOTstation 500m,NA,NA,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)"
KJ762687,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SGYH593,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Arctic Ocean,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)",uncultured eukaryote,SGYH593,SPOTstation 500m,NA,NA,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)"
KJ762701,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Hemistasiidae,Hemistasia,Hemistasia,Hemistasia,Hemistasia,uncultured eukaryote SGYH633,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Arctic Ocean,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)",uncultured eukaryote,SGYH633,SPOTstation 500m,NA,NA,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)"
KJ762718,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SGYH719,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Arctic Ocean,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)",uncultured eukaryote,SGYH719,SPOTstation 500m,NA,NA,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)"
KJ762734,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SGYH777,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Arctic Ocean,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)",uncultured eukaryote,SGYH777,SPOTstation 500m,NA,NA,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)"
KJ762742,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SGYH794,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Arctic Ocean,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)",uncultured eukaryote,SGYH794,SPOTstation 500m,NA,NA,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)"
KJ762758,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SGYH841,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Arctic Ocean,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)",uncultured eukaryote,SGYH841,SPOTstation 500m,NA,NA,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)"
KJ762788,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SGYH912,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Arctic Ocean,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)",uncultured eukaryote,SGYH912,SPOTstation 500m,NA,NA,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)"
KJ762804,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SGYH958,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Arctic Ocean,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)",uncultured eukaryote,SGYH958,SPOTstation 500m,NA,NA,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)"
GU218701,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,Metakinetoplastina,uncultured marine eukaryote AB_+25_KIN,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Atlantic Ocean: Angola Abyssal Plain,Large-scale patterns in biodiversity of microbial eukaryotes from the abyssal sea floor,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.","Proc. Natl. Acad. Sci. U.S.A. 107 (1), 115-120 (2010)",uncultured marine eukaryote,AB_+25_KIN,sediment overlaying water at 5646-5655m depth,NA,"Atlantic Ocean: Angola Abyssal Plain, South-East Atlantic",Large-scale patterns in biodiversity of microbial eukaryotes from the abyssal sea floor,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.","Proc. Natl. Acad. Sci. U.S.A. 107 (1), 115-120 (2010)"
GU218702,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,Prokinetoplastina,uncultured marine eukaryote AB_+28_KIN,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Atlantic Ocean: Angola Abyssal Plain,Large-scale patterns in biodiversity of microbial eukaryotes from the abyssal sea floor,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.","Proc. Natl. Acad. Sci. U.S.A. 107 (1), 115-120 (2010)",uncultured marine eukaryote,AB_+28_KIN,sediment overlaying water at 5646-5655m depth,NA,"Atlantic Ocean: Angola Abyssal Plain, South-East Atlantic",Large-scale patterns in biodiversity of microbial eukaryotes from the abyssal sea floor,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.","Proc. Natl. Acad. Sci. U.S.A. 107 (1), 115-120 (2010)"
GU218703,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,MET1,MET1,MET1,MET1,uncultured marine eukaryote AB_+67_KIN,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Atlantic Ocean: Angola Abyssal Plain,Large-scale patterns in biodiversity of microbial eukaryotes from the abyssal sea floor,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.","Proc. Natl. Acad. Sci. U.S.A. 107 (1), 115-120 (2010)",uncultured marine eukaryote,AB_+67_KIN,sediment overlaying water at 5646-5655m depth,NA,"Atlantic Ocean: Angola Abyssal Plain, South-East Atlantic",Large-scale patterns in biodiversity of microbial eukaryotes from the abyssal sea floor,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.","Proc. Natl. Acad. Sci. U.S.A. 107 (1), 115-120 (2010)"
GU218763,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine eukaryote AB_600_EUK,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Atlantic Ocean: Angola Abyssal Plain,Large-scale patterns in biodiversity of microbial eukaryotes from the abyssal sea floor,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.","Proc. Natl. Acad. Sci. U.S.A. 107 (1), 115-120 (2010)",uncultured marine eukaryote,AB_600_EUK,sediment overlaying water at 5646-5655m depth,NA,"Atlantic Ocean: Angola Abyssal Plain, South-East Atlantic",Large-scale patterns in biodiversity of microbial eukaryotes from the abyssal sea floor,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.","Proc. Natl. Acad. Sci. U.S.A. 107 (1), 115-120 (2010)"
GU218781,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured marine eukaryote AB_e21_EUK,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Atlantic Ocean: Angola Abyssal Plain,Large-scale patterns in biodiversity of microbial eukaryotes from the abyssal sea floor,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.","Proc. Natl. Acad. Sci. U.S.A. 107 (1), 115-120 (2010)",uncultured marine eukaryote,AB_e21_EUK,sediment overlaying water at 5646-5655m depth,NA,"Atlantic Ocean: Angola Abyssal Plain, South-East Atlantic",Large-scale patterns in biodiversity of microbial eukaryotes from the abyssal sea floor,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.","Proc. Natl. Acad. Sci. U.S.A. 107 (1), 115-120 (2010)"
GU218783,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured marine eukaryote AB_e23_KIN,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Atlantic Ocean: Angola Abyssal Plain,Large-scale patterns in biodiversity of microbial eukaryotes from the abyssal sea floor,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.","Proc. Natl. Acad. Sci. U.S.A. 107 (1), 115-120 (2010)",uncultured marine eukaryote,AB_e23_KIN,sediment overlaying water at 5646-5655m depth,NA,"Atlantic Ocean: Angola Abyssal Plain, South-East Atlantic",Large-scale patterns in biodiversity of microbial eukaryotes from the abyssal sea floor,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.","Proc. Natl. Acad. Sci. U.S.A. 107 (1), 115-120 (2010)"
GU218787,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured marine eukaryote AB_e33_KIN,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Atlantic Ocean: Angola Abyssal Plain,Large-scale patterns in biodiversity of microbial eukaryotes from the abyssal sea floor,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.","Proc. Natl. Acad. Sci. U.S.A. 107 (1), 115-120 (2010)",uncultured marine eukaryote,AB_e33_KIN,sediment overlaying water at 5646-5655m depth,NA,"Atlantic Ocean: Angola Abyssal Plain, South-East Atlantic",Large-scale patterns in biodiversity of microbial eukaryotes from the abyssal sea floor,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.","Proc. Natl. Acad. Sci. U.S.A. 107 (1), 115-120 (2010)"
GU218788,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,uncultured marine eukaryote AB_e35_KIN,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Atlantic Ocean: Angola Abyssal Plain,Large-scale patterns in biodiversity of microbial eukaryotes from the abyssal sea floor,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.","Proc. Natl. Acad. Sci. U.S.A. 107 (1), 115-120 (2010)",uncultured marine eukaryote,AB_e35_KIN,sediment overlaying water at 5646-5655m depth,NA,"Atlantic Ocean: Angola Abyssal Plain, South-East Atlantic",Large-scale patterns in biodiversity of microbial eukaryotes from the abyssal sea floor,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.","Proc. Natl. Acad. Sci. U.S.A. 107 (1), 115-120 (2010)"
