accession,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8,name,source,env_material,env_biome,biotic_relationship,specific_host,geo_loc_name,publication,authors,journal,organism_gb,clone_gb,environment_gb,host_gb,country_gb,publication_gb,authors_gb,journal_gb
FR719836.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade IV,Tetramitia clade IV,Fumarolamoeba,Heterolobosea sp. FUM1,isolate,soil (ENVO:00001998),fumarole (ENVO:00000216),free-living,NA,Mexico,"A new thermophilic heterlobosean amoeba, Fumarolamoeba ceborucoi, gen. nov., sp. nov., isolated near a fumarole at a volcano in Mexico","De Jonckheere,J.F., Murase,J. and Opperdoes,F.R.",Unpublished,Heterolobosea sp. FUM1,NA,soil,NA,Mexico,"A new thermophilic heterlobosean amoeba, Fumarolamoeba ceborucoi, gen. nov., sp. nov., isolated near a fumarole at a volcano in Mexico","De Jonckheere,J.F., Murase,J. and Opperdoes,F.R.",Unpublished
GU970811.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade IV,Tetramitia clade IV,Fumarolamoeba,CW5-37euk-I-1h,environmental,water (ENVO:00002006),building (ENVO:00000073),free-living,NA,Netherlands,Detection of Protozoan Hosts for Legionella pneumophila in Engineered Water Systems by Using a Biofilm Batch Test,"Valster,R.M., Wullings,B.A. and van der Kooij,D.","Appl. Environ. Microbiol. 76 (21), 7144-7153 (2010)",uncultured eukaryote,CW5-37euk-I-1h,BBT with water from cooling tower 5 after incubation at 37 degrees C,NA,Netherlands,Detection of Protozoan Hosts for Legionella pneumophila in Engineered Water Systems by Using a Biofilm Batch Test,"Valster,R.M., Wullings,B.A. and van der Kooij,D.","Appl. Environ. Microbiol. 76 (21), 7144-7153 (2010)"
GU970820.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade IV,Tetramitia clade IV,Fumarolamoeba,CW5-37euk-I-3a,environmental,water (ENVO:00002006),building (ENVO:00000073),free-living,NA,Netherlands,Detection of Protozoan Hosts for Legionella pneumophila in Engineered Water Systems by Using a Biofilm Batch Test,"Valster,R.M., Wullings,B.A. and van der Kooij,D.","Appl. Environ. Microbiol. 76 (21), 7144-7153 (2010)",uncultured eukaryote,CW5-37euk-I-3a,BBT with water from cooling tower 5 after incubation at 37 degrees C,NA,Netherlands,Detection of Protozoan Hosts for Legionella pneumophila in Engineered Water Systems by Using a Biofilm Batch Test,"Valster,R.M., Wullings,B.A. and van der Kooij,D.","Appl. Environ. Microbiol. 76 (21), 7144-7153 (2010)"
AB769334.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,uncultured heterolobosean,environmental,paddy field soil (ENVO:00005740),cropland (ENVO:01000245),free-living,NA,Japan,Microeukaryotic Community and Oxygen Response in Rice Field Soil Revealed Using a Combined rRNA-Gene and rRNA-Based Approach,"Murase,J., Takenouchi,Y., Iwasaki,K. and Kimura,M.","Microbes Environ. 29 (1), 74-81 (2014)",uncultured heterolobosean,NA,rice field soil,NA,NA,Microeukaryotic Community and Oxygen Response in Rice Field Soil Revealed Using a Combined rRNA-Gene and rRNA-Based Approach,"Murase,J., Takenouchi,Y., Iwasaki,K. and Kimura,M.","Microbes Environ. 29 (1), 74-81 (2014)"
AB769335.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,uncultured heterolobosean,environmental,paddy field soil (ENVO:00005740),cropland (ENVO:01000245),free-living,NA,Japan,Microeukaryotic Community and Oxygen Response in Rice Field Soil Revealed Using a Combined rRNA-Gene and rRNA-Based Approach,"Murase,J., Takenouchi,Y., Iwasaki,K. and Kimura,M.","Microbes Environ. 29 (1), 74-81 (2014)",uncultured heterolobosean,NA,rice field soil,NA,NA,Microeukaryotic Community and Oxygen Response in Rice Field Soil Revealed Using a Combined rRNA-Gene and rRNA-Based Approach,"Murase,J., Takenouchi,Y., Iwasaki,K. and Kimura,M.","Microbes Environ. 29 (1), 74-81 (2014)"
AB769347.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,uncultured heterolobosean,environmental,paddy field soil (ENVO:00005740),cropland (ENVO:01000245),free-living,NA,Japan,Microeukaryotic Community and Oxygen Response in Rice Field Soil Revealed Using a Combined rRNA-Gene and rRNA-Based Approach,"Murase,J., Takenouchi,Y., Iwasaki,K. and Kimura,M.","Microbes Environ. 29 (1), 74-81 (2014)",uncultured heterolobosean,NA,rice field soil,NA,NA,Microeukaryotic Community and Oxygen Response in Rice Field Soil Revealed Using a Combined rRNA-Gene and rRNA-Based Approach,"Murase,J., Takenouchi,Y., Iwasaki,K. and Kimura,M.","Microbes Environ. 29 (1), 74-81 (2014)"
AB769368.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,uncultured heterolobosean,environmental,paddy field soil (ENVO:00005740),cropland (ENVO:01000245),free-living,NA,NA,Microeukaryotic Community and Oxygen Response in Rice Field Soil Revealed Using a Combined rRNA-Gene and rRNA-Based Approach,"Murase,J., Takenouchi,Y., Iwasaki,K. and Kimura,M.","Microbes Environ. 29 (1), 74-81 (2014)",uncultured heterolobosean,NA,rice field soil,NA,NA,Microeukaryotic Community and Oxygen Response in Rice Field Soil Revealed Using a Combined rRNA-Gene and rRNA-Based Approach,"Murase,J., Takenouchi,Y., Iwasaki,K. and Kimura,M.","Microbes Environ. 29 (1), 74-81 (2014)"
JN606327.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,Harpagon descissus,isolate,anaerobic sediment (ENVO:00002045),freshwater biome (ENVO:00000873),free-living,NA,Peru,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)",Harpagon descissus,NA,NA,NA,NA,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)"
JN606328.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,Harpagon descissus,isolate,anaerobic sediment (ENVO:00002045),freshwater biome (ENVO:00000873),free-living,NA,USA,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)",Harpagon descissus,NA,NA,NA,NA,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)"
JN606329.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,Harpagon descissus,isolate,anaerobic sediment (ENVO:00002045),freshwater biome (ENVO:00000873),free-living,NA,India,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)",Harpagon descissus,NA,NA,NA,NA,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)"
JN606330.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,Harpagon descissus,isolate,anaerobic sediment (ENVO:00002045),freshwater biome (ENVO:00000873),free-living,NA,Kyrgyzstan,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)",Harpagon descissus,NA,NA,NA,NA,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)"
JN606331.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,Harpagon descissus,isolate,compost (ENVO:00002170),terrestrial biome (ENVO:00000446),free-living,NA,Czech Republic,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)",Harpagon descissus,NA,NA,NA,NA,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)"
JN606332.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,Harpagon descissus,isolate,sediment (ENVO:00002007),freshwater biome (ENVO:00000873),free-living,NA,Brazil,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)",Harpagon descissus,NA,NA,NA,NA,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)"
JN606333.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,Harpagon descissus,isolate,sediment (ENVO:00002007),freshwater biome (ENVO:00000873),free-living,NA,Czech Republic,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)",Harpagon descissus,NA,NA,NA,NA,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)"
JN606334.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,Harpagon descissus,isolate,anaerobic sediment (ENVO:00002045),freshwater biome (ENVO:00000873),free-living,NA,Netherlands,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)",Harpagon descissus,NA,NA,NA,NA,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)"
JN606335.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,Harpagon descissus,isolate,anaerobic sediment (ENVO:00002045),freshwater biome (ENVO:00000873),free-living,NA,Czech Republic,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)",Harpagon descissus,NA,NA,NA,NA,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)"
JN606336.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,Harpagon descissus,isolate,anaerobic sediment (ENVO:00002045),freshwater biome (ENVO:00000873),free-living,NA,Czech Republic,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)",Harpagon descissus,NA,NA,NA,NA,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)"
JN606337.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,Harpagon descissus,isolate,anaerobic sediment (ENVO:00002045),freshwater biome (ENVO:00000873),free-living,NA,USA: Arizona,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)",Harpagon descissus,NA,NA,NA,NA,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)"
JN606338.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,Harpagon schusteri,isolate,anaerobic sediment (ENVO:00002045),freshwater biome (ENVO:00000873),free-living,NA,Czech Republic,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)",Harpagon schusteri,NA,NA,NA,NA,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)"
JN606339.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,Harpagon schusteri,isolate,anaerobic sediment (ENVO:00002045),freshwater biome (ENVO:00000873),free-living,NA,India,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)",Harpagon schusteri,NA,NA,NA,NA,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)"
JN606340.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,Harpagon schusteri,isolate,anaerobic sediment (ENVO:00002045),freshwater biome (ENVO:00000873),free-living,NA,India,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)",Harpagon schusteri,NA,NA,NA,NA,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)"
JN606341.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,Harpagon schusteri,isolate,anaerobic sediment (ENVO:00002045),freshwater biome (ENVO:00000873),free-living,NA,Germany,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)",Harpagon schusteri,NA,NA,NA,NA,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)"
JN606342.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,Harpagon schusteri,isolate,anaerobic sediment (ENVO:00002045),freshwater biome (ENVO:00000873),free-living,NA,Czech Republic,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)",Harpagon schusteri,NA,NA,NA,NA,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)"
JN606343.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,Harpagon schusteri,isolate,anaerobic sediment (ENVO:00002045),freshwater biome (ENVO:00000873),free-living,NA,Czech Republic,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)",Harpagon schusteri,NA,NA,NA,NA,"Diversity, evolution and molecular systematics of the Psalteriomonadidae, the main lineage of anaerobic/microaerophilic heteroloboseans (excavata: discoba)","Panek,T., Silberman,J.D., Yubuki,N., Leander,B.S. and Cepicka,I.","Protist 163 (6), 807-831 (2012)"
KF840535.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Psalteriomonadidae,Harpagon,Harpagon salinus,isolate,NA,marine salt marsh biome (ENVO:01000022),free-living,NA,Israel,Survey on diversity of marine/saline anaerobic Heterolobosea (Excavata: Discoba) with description of seven new species,"Panek,T., Ptackova,E. and Cepicka,I.","Int. J. Syst. Evol. Microbiol. 64 (PT 7), 2280-2304 (2014)",Harpagon salinus,NA,NA,NA,NA,Survey on diversity of marine/saline anaerobic Heterolobosea (Excavata: Discoba) with description of seven new species,"Panek,T., Ptackova,E. and Cepicka,I.","Int. J. Syst. Evol. Microbiol. 64 (PT 7), 2280-2304 (2014)"
AF011460.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,Heteramoeba,Heteramoeba clara,isolate,NA,NA,free-living,NA,NA,Phylogenetic diversity of the Heteroloboseans (amoebae-flagellates) as revealed by nuclear 16S-like gene analyses,"Silberman,J.D., Roger,A.J., Nerad,T.A., Gunderson,J.H. and Sogin,M.L.",Unpublished,Heteramoeba clara,NA,NA,NA,NA,Phylogenetic diversity of the Heteroloboseans (amoebae-flagellates) as revealed by nuclear 16S-like gene analyses,"Silberman,J.D., Roger,A.J., Nerad,T.A., Gunderson,J.H. and Sogin,M.L.",Unpublished
AF439350.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade VI,Tetramitia clade VI,Heteramoeba,Heteramoeba clara,isolate,NA,brackish water environment (ENVO:01000322),free-living,NA,Scotland,Retortamonad flagellates are closely related to diplomonads--implications for the history of mitochondrial function in eukaryote evolution,"Silberman,J.D., Simpson,A.G., Kulda,J., Cepicka,I., Hampl,V., Johnson,P.J. and Roger,A.J.","Mol. Biol. Evol. 19 (5), 777-786 (2002)",Heteramoeba clara,NA,NA,NA,NA,Retortamonad flagellates are closely related to diplomonads--implications for the history of mitochondrial function in eukaryote evolution,"Silberman,J.D., Simpson,A.G., Kulda,J., Cepicka,I., Hampl,V., Johnson,P.J. and Roger,A.J.","Mol. Biol. Evol. 19 (5), 777-786 (2002)"
JX509941.1,Eukaryota,Excavata,Discoba,Heterolobosea,Heterolobosea,Heterolobosea,Heterolobosea,Heterolobosea,Heterolobosea sp. BB2,isolate,sediment (ENVO:00002007),hot tub (ENVO:01000938),free-living,NA,Germany,"Amoeba Stages in the Deepest Branching Heteroloboseans, Including Pharyngomonas: Evolutionary and Systematic Implications","Harding,T., Brown,M.W., Plotnikov,A., Selivanova,E., Park,J.S., Gunderson,J.H., Baumgartner,M., Silberman,J.D., Roger,A.J. and Simpson,A.G.",Protist (2012) In press,Heterolobosea sp. BB2,NA,hot pool sediment,NA,Germany: Baden-Baden,"Amoeba Stages in the Deepest Branching Heteroloboseans, Including Pharyngomonas: Evolutionary and Systematic Implications","Harding,T., Brown,M.W., Plotnikov,A., Selivanova,E., Park,J.S., Gunderson,J.H., Baumgartner,M., Silberman,J.D., Roger,A.J. and Simpson,A.G.",Protist (2012) In press
